               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.018671,            0.010691,           0.0014153,             0.57203,             0.65291,             0.59273,             0.36807,            0.030727,            0.019843,            0.014049,           0.0098542,           0.0098542,           0.0098542
                 132,            0.020486,            0.011551,            0.001184,             0.59972,             0.60812,             0.58001,             0.34989,            0.032001,            0.021287,            0.013604,            0.009852,            0.009852,            0.009852
                 133,            0.019401,            0.011413,           0.0011543,              0.5909,             0.62919,             0.57273,             0.35284,            0.031223,            0.019872,            0.011978,           0.0098497,           0.0098497,           0.0098497
                 134,            0.019704,            0.011102,           0.0011106,             0.57137,              0.6553,             0.56518,             0.34071,              0.0322,            0.019537,            0.012408,           0.0098474,           0.0098474,           0.0098474
                 135,            0.017817,            0.010203,           0.0013081,             0.53754,             0.67845,             0.58559,             0.35547,            0.032599,            0.019539,            0.012772,           0.0098451,           0.0098451,           0.0098451
                 136,            0.020676,            0.011341,           0.0012251,             0.51902,             0.65177,             0.55715,             0.33506,            0.033364,            0.021528,            0.011967,           0.0098428,           0.0098428,           0.0098428
                 137,            0.021038,            0.011392,           0.0011685,             0.55976,             0.60875,             0.54923,             0.33962,            0.032354,            0.020504,            0.013363,           0.0098405,           0.0098405,           0.0098405
                 138,            0.018888,            0.011019,           0.0010815,              0.5584,             0.56501,             0.54936,              0.3396,            0.032087,            0.021504,            0.014959,           0.0098382,           0.0098382,           0.0098382
                 139,            0.017953,            0.010072,           0.0014519,             0.54243,             0.61091,             0.54012,             0.33688,            0.032041,            0.022103,            0.015065,           0.0098358,           0.0098358,           0.0098358
                 140,            0.019881,            0.010873,           0.0011665,             0.55495,             0.59902,              0.5252,             0.32403,            0.032456,            0.023863,            0.018341,           0.0098334,           0.0098334,           0.0098334
                 141,             0.01763,            0.011277,           0.0010948,             0.62102,             0.61806,             0.58178,             0.35395,            0.032107,             0.02153,            0.014426,            0.009831,            0.009831,            0.009831
                 142,            0.017231,            0.010438,           0.0013672,             0.60478,              0.6122,             0.59883,             0.36515,             0.03257,            0.021235,            0.013183,           0.0098286,           0.0098286,           0.0098286
                 143,            0.017208,            0.010334,           0.0011627,              0.5449,              0.6537,             0.57928,              0.3586,            0.032023,            0.021472,             0.01166,           0.0098262,           0.0098262,           0.0098262
                 144,            0.018167,            0.011494,           0.0014144,             0.55579,             0.63546,             0.56699,             0.34851,            0.032609,             0.02225,            0.012682,           0.0098238,           0.0098238,           0.0098238
                 145,             0.01829,            0.011511,           0.0010957,             0.56053,              0.6701,             0.58181,             0.36402,            0.031998,            0.021077,            0.011533,           0.0098213,           0.0098213,           0.0098213
                 146,             0.01744,            0.010143,           0.0011589,             0.55009,             0.72934,             0.58629,             0.36766,            0.031608,            0.020169,            0.011554,           0.0098188,           0.0098188,           0.0098188
                 147,            0.017118,            0.010686,           0.0013444,             0.59825,             0.61657,             0.55637,             0.33902,            0.033071,            0.021929,            0.011304,           0.0098164,           0.0098164,           0.0098164
                 148,            0.018105,            0.011727,           0.0014918,             0.57578,             0.59004,             0.54222,             0.32658,            0.033281,            0.024971,            0.013746,           0.0098139,           0.0098139,           0.0098139
                 149,            0.019194,            0.011179,           0.0012278,             0.56992,             0.57895,             0.55177,             0.33437,            0.032713,            0.023559,              0.0143,           0.0098113,           0.0098113,           0.0098113
                 150,            0.017448,            0.010641,           0.0011443,             0.58808,             0.63405,             0.56927,             0.34243,            0.032353,            0.021971,            0.011603,           0.0098088,           0.0098088,           0.0098088
                 151,             0.01832,            0.010198,           0.0016268,             0.60393,              0.6123,              0.5815,             0.36124,            0.031504,            0.020758,            0.014443,           0.0098062,           0.0098062,           0.0098062
                 152,             0.01889,            0.010885,           0.0014006,             0.54813,              0.6283,             0.56661,             0.35759,            0.031153,            0.021091,             0.01387,           0.0098037,           0.0098037,           0.0098037
